MTU (CET/CEST),FC_Solar,Act_Solar,Day_Ahead_Price
22.04.2021 17:00 - 22.04.2021 17:15,15075,16479,
22.04.2021 17:15 - 22.04.2021 17:30,13539,14873,
22.04.2021 17:30 - 22.04.2021 17:45,11931,13079,
22.04.2021 17:45 - 22.04.2021 18:00,10289,11333,
22.04.2021 18:00 - 22.04.2021 18:15,8661,9607,
22.04.2021 18:15 - 22.04.2021 18:30,7072,7920,
22.04.2021 18:30 - 22.04.2021 18:45,5551,6267,
22.04.2021 18:45 - 22.04.2021 19:00,4162,4837,
22.04.2021 19:00 - 22.04.2021 19:15,2994,3558,
22.04.2021 19:15 - 22.04.2021 19:30,2066,2441,
22.04.2021 19:30 - 22.04.2021 19:45,1397,1533,
22.04.2021 19:45 - 22.04.2021 20:00,901,821,
22.04.2021 20:00 - 22.04.2021 20:15,476,329,
22.04.2021 20:15 - 22.04.2021 20:30,112,75,
22.04.2021 20:30 - 22.04.2021 20:45,6,8,
22.04.2021 20:45 - 22.04.2021 21:00,0,0,
22.04.2021 21:00 - 22.04.2021 21:15,0,0,
22.04.2021 21:15 - 22.04.2021 21:30,0,0,
22.04.2021 21:30 - 22.04.2021 21:45,0,0,
22.04.2021 21:45 - 22.04.2021 22:00,0,0,
22.04.2021 22:00 - 22.04.2021 22:15,0,0,
22.04.2021 22:15 - 22.04.2021 22:30,0,0,
22.04.2021 22:30 - 22.04.2021 22:45,0,0,
22.04.2021 22:45 - 22.04.2021 23:00,0,0,
22.04.2021 23:00 - 22.04.2021 23:15,0,0,
22.04.2021 23:15 - 22.04.2021 23:30,0,0,
22.04.2021 23:30 - 22.04.2021 23:45,0,0,
22.04.2021 23:45 - 23.04.2021 00:00,0,0,
23.04.2021 00:00 - 23.04.2021 00:15,0,0,
23.04.2021 00:15 - 23.04.2021 00:30,0,0,
23.04.2021 00:30 - 23.04.2021 00:45,0,0,
23.04.2021 00:45 - 23.04.2021 01:00,0,0,
23.04.2021 01:00 - 23.04.2021 01:15,0,0,
23.04.2021 01:15 - 23.04.2021 01:30,0,0,
23.04.2021 01:30 - 23.04.2021 01:45,0,0,
23.04.2021 01:45 - 23.04.2021 02:00,0,0,
23.04.2021 02:00 - 23.04.2021 02:15,0,0,
23.04.2021 02:15 - 23.04.2021 02:30,0,0,
23.04.2021 02:30 - 23.04.2021 02:45,0,0,
23.04.2021 02:45 - 23.04.2021 03:00,0,0,
23.04.2021 03:00 - 23.04.2021 03:15,0,0,
23.04.2021 03:15 - 23.04.2021 03:30,0,0,
23.04.2021 03:30 - 23.04.2021 03:45,0,0,
23.04.2021 03:45 - 23.04.2021 04:00,0,0,
23.04.2021 04:00 - 23.04.2021 04:15,0,0,
23.04.2021 04:15 - 23.04.2021 04:30,0,0,
23.04.2021 04:30 - 23.04.2021 04:45,0,0,
23.04.2021 04:45 - 23.04.2021 05:00,0,0,
23.04.2021 05:00 - 23.04.2021 05:15,0,0,
23.04.2021 05:15 - 23.04.2021 05:30,0,0,
23.04.2021 05:30 - 23.04.2021 05:45,0,2,
23.04.2021 05:45 - 23.04.2021 06:00,4,6,
23.04.2021 06:00 - 23.04.2021 06:15,61,68,
23.04.2021 06:15 - 23.04.2021 06:30,340,240,
23.04.2021 06:30 - 23.04.2021 06:45,727,690,
23.04.2021 06:45 - 23.04.2021 07:00,1334,1399,
23.04.2021 07:00 - 23.04.2021 07:15,2194,2403,
23.04.2021 07:15 - 23.04.2021 07:30,3345,3620,
23.04.2021 07:30 - 23.04.2021 07:45,4700,5011,
23.04.2021 07:45 - 23.04.2021 08:00,6223,6628,
23.04.2021 08:00 - 23.04.2021 08:15,7872,8356,
23.04.2021 08:15 - 23.04.2021 08:30,9653,10138,
23.04.2021 08:30 - 23.04.2021 08:45,11510,11978,
23.04.2021 08:45 - 23.04.2021 09:00,13315,13830,
23.04.2021 09:00 - 23.04.2021 09:15,15054,15515,
23.04.2021 09:15 - 23.04.2021 09:30,16734,17161,
23.04.2021 09:30 - 23.04.2021 09:45,18346,18794,
23.04.2021 09:45 - 23.04.2021 10:00,19874,20293,
23.04.2021 10:00 - 23.04.2021 10:15,21318,21837,
23.04.2021 10:15 - 23.04.2021 10:30,22662,23288,
23.04.2021 10:30 - 23.04.2021 10:45,23916,24772,
23.04.2021 10:45 - 23.04.2021 11:00,25068,26113,
23.04.2021 11:00 - 23.04.2021 11:15,26147,27453,
23.04.2021 11:15 - 23.04.2021 11:30,27124,28625,
23.04.2021 11:30 - 23.04.2021 11:45,27993,29684,
23.04.2021 11:45 - 23.04.2021 12:00,28745,30695,
23.04.2021 12:00 - 23.04.2021 12:15,29399,31536,
23.04.2021 12:15 - 23.04.2021 12:30,29936,32132,
23.04.2021 12:30 - 23.04.2021 12:45,30333,32772,
23.04.2021 12:45 - 23.04.2021 13:00,30585,33208,
23.04.2021 13:00 - 23.04.2021 13:15,30716,33558,
23.04.2021 13:15 - 23.04.2021 13:30,30729,33622,
23.04.2021 13:30 - 23.04.2021 13:45,30599,33643,
23.04.2021 13:45 - 23.04.2021 14:00,30346,33520,
23.04.2021 14:00 - 23.04.2021 14:15,29968,33431,
23.04.2021 14:15 - 23.04.2021 14:30,29476,32968,
23.04.2021 14:30 - 23.04.2021 14:45,28871,32416,
23.04.2021 14:45 - 23.04.2021 15:00,28130,31662,
23.04.2021 15:00 - 23.04.2021 15:15,27321,30902,
23.04.2021 15:15 - 23.04.2021 15:30,26384,29945,
23.04.2021 15:30 - 23.04.2021 15:45,25341,28944,
23.04.2021 15:45 - 23.04.2021 16:00,24212,27678,
23.04.2021 16:00 - 23.04.2021 16:15,22970,26339,
23.04.2021 16:15 - 23.04.2021 16:30,21596,24962,
23.04.2021 16:30 - 23.04.2021 16:45,20088,23263,
23.04.2021 16:45 - 23.04.2021 17:00,18476,21542,
23.04.2021 17:00 - 23.04.2021 17:15,16792,19796,
23.04.2021 17:15 - 23.04.2021 17:30,14985,17852,
23.04.2021 17:30 - 23.04.2021 17:45,13134,15784,
23.04.2021 17:45 - 23.04.2021 18:00,11235,13709,
23.04.2021 18:00 - 23.04.2021 18:15,9355,11591,
23.04.2021 18:15 - 23.04.2021 18:30,7548,9477,
23.04.2021 18:30 - 23.04.2021 18:45,5846,7495,
23.04.2021 18:45 - 23.04.2021 19:00,4326,5630,
23.04.2021 19:00 - 23.04.2021 19:15,3039,4048,
23.04.2021 19:15 - 23.04.2021 19:30,2056,2742,
23.04.2021 19:30 - 23.04.2021 19:45,1400,1734,
23.04.2021 19:45 - 23.04.2021 20:00,891,931,
23.04.2021 20:00 - 23.04.2021 20:15,481,404,
23.04.2021 20:15 - 23.04.2021 20:30,125,112,
23.04.2021 20:30 - 23.04.2021 20:45,10,11,
23.04.2021 20:45 - 23.04.2021 21:00,0,0,
23.04.2021 21:00 - 23.04.2021 21:15,0,0,
23.04.2021 21:15 - 23.04.2021 21:30,0,0,
23.04.2021 21:30 - 23.04.2021 21:45,0,0,
23.04.2021 21:45 - 23.04.2021 22:00,0,0,
23.04.2021 22:00 - 23.04.2021 22:15,0,0,
23.04.2021 22:15 - 23.04.2021 22:30,0,0,
23.04.2021 22:30 - 23.04.2021 22:45,0,0,
23.04.2021 22:45 - 23.04.2021 23:00,0,0,
23.04.2021 23:00 - 23.04.2021 23:15,0,0,
23.04.2021 23:15 - 23.04.2021 23:30,0,0,
23.04.2021 23:30 - 23.04.2021 23:45,0,0,
23.04.2021 23:45 - 24.04.2021 00:00,0,0,
24.04.2021 00:00 - 24.04.2021 00:15,0,0,
24.04.2021 00:15 - 24.04.2021 00:30,0,0,
24.04.2021 00:30 - 24.04.2021 00:45,0,0,
24.04.2021 00:45 - 24.04.2021 01:00,0,0,
24.04.2021 01:00 - 24.04.2021 01:15,0,0,
24.04.2021 01:15 - 24.04.2021 01:30,0,0,
24.04.2021 01:30 - 24.04.2021 01:45,0,0,
24.04.2021 01:45 - 24.04.2021 02:00,0,0,
24.04.2021 02:00 - 24.04.2021 02:15,0,0,
24.04.2021 02:15 - 24.04.2021 02:30,0,0,
24.04.2021 02:30 - 24.04.2021 02:45,0,0,
24.04.2021 02:45 - 24.04.2021 03:00,0,0,
24.04.2021 03:00 - 24.04.2021 03:15,0,0,
24.04.2021 03:15 - 24.04.2021 03:30,0,0,
24.04.2021 03:30 - 24.04.2021 03:45,0,0,
24.04.2021 03:45 - 24.04.2021 04:00,0,0,
24.04.2021 04:00 - 24.04.2021 04:15,0,0,
24.04.2021 04:15 - 24.04.2021 04:30,0,0,
24.04.2021 04:30 - 24.04.2021 04:45,0,0,
24.04.2021 04:45 - 24.04.2021 05:00,0,0,
24.04.2021 05:00 - 24.04.2021 05:15,0,0,
24.04.2021 05:15 - 24.04.2021 05:30,0,0,
24.04.2021 05:30 - 24.04.2021 05:45,0,4,
24.04.2021 05:45 - 24.04.2021 06:00,6,9,
24.04.2021 06:00 - 24.04.2021 06:15,81,91,
24.04.2021 06:15 - 24.04.2021 06:30,415,333,
24.04.2021 06:30 - 24.04.2021 06:45,876,892,
24.04.2021 06:45 - 24.04.2021 07:00,1525,1765,
24.04.2021 07:00 - 24.04.2021 07:15,2454,2909,
24.04.2021 07:15 - 24.04.2021 07:30,3622,4247,
24.04.2021 07:30 - 24.04.2021 07:45,4994,5719,
24.04.2021 07:45 - 24.04.2021 08:00,6555,7403,
24.04.2021 08:00 - 24.04.2021 08:15,8205,9273,
24.04.2021 08:15 - 24.04.2021 08:30,9989,11175,
24.04.2021 08:30 - 24.04.2021 08:45,11849,13250,
24.04.2021 08:45 - 24.04.2021 09:00,13682,15193,
24.04.2021 09:00 - 24.04.2021 09:15,15461,17132,
24.04.2021 09:15 - 24.04.2021 09:30,17161,18972,
24.04.2021 09:30 - 24.04.2021 09:45,18803,20952,
24.04.2021 09:45 - 24.04.2021 10:00,20314,22588,
24.04.2021 10:00 - 24.04.2021 10:15,21725,24012,
24.04.2021 10:15 - 24.04.2021 10:30,23005,25555,
24.04.2021 10:30 - 24.04.2021 10:45,24189,27016,
24.04.2021 10:45 - 24.04.2021 11:00,25254,28037,
24.04.2021 11:00 - 24.04.2021 11:15,26202,28994,
24.04.2021 11:15 - 24.04.2021 11:30,27045,29851,
24.04.2021 11:30 - 24.04.2021 11:45,27774,30389,
24.04.2021 11:45 - 24.04.2021 12:00,28348,30952,
24.04.2021 12:00 - 24.04.2021 12:15,28834,31218,
24.04.2021 12:15 - 24.04.2021 12:30,29215,31372,
24.04.2021 12:30 - 24.04.2021 12:45,29473,31413,
24.04.2021 12:45 - 24.04.2021 13:00,29595,31636,
24.04.2021 13:00 - 24.04.2021 13:15,29622,31631,
24.04.2021 13:15 - 24.04.2021 13:30,29516,31550,
24.04.2021 13:30 - 24.04.2021 13:45,29306,31391,
24.04.2021 13:45 - 24.04.2021 14:00,29002,31080,
24.04.2021 14:00 - 24.04.2021 14:15,28585,30622,
24.04.2021 14:15 - 24.04.2021 14:30,28066,30110,
24.04.2021 14:30 - 24.04.2021 14:45,27431,29387,
24.04.2021 14:45 - 24.04.2021 15:00,26654,28595,
24.04.2021 15:00 - 24.04.2021 15:15,25788,27820,
24.04.2021 15:15 - 24.04.2021 15:30,24822,26877,
24.04.2021 15:30 - 24.04.2021 15:45,23752,26156,
24.04.2021 15:45 - 24.04.2021 16:00,22621,25003,
24.04.2021 16:00 - 24.04.2021 16:15,21402,23740,
24.04.2021 16:15 - 24.04.2021 16:30,20059,22384,
24.04.2021 16:30 - 24.04.2021 16:45,18605,20891,
24.04.2021 16:45 - 24.04.2021 17:00,17068,19307,
24.04.2021 17:00 - 24.04.2021 17:15,15466,17779,
24.04.2021 17:15 - 24.04.2021 17:30,13772,16036,
24.04.2021 17:30 - 24.04.2021 17:45,12075,14287,
24.04.2021 17:45 - 24.04.2021 18:00,10367,12454,
24.04.2021 18:00 - 24.04.2021 18:15,8679,10586,
24.04.2021 18:15 - 24.04.2021 18:30,7081,8766,
24.04.2021 18:30 - 24.04.2021 18:45,5578,7006,
24.04.2021 18:45 - 24.04.2021 19:00,4243,5354,
24.04.2021 19:00 - 24.04.2021 19:15,3107,3950,
24.04.2021 19:15 - 24.04.2021 19:30,2164,2794,
24.04.2021 19:30 - 24.04.2021 19:45,1466,1809,
24.04.2021 19:45 - 24.04.2021 20:00,938,1039,
24.04.2021 20:00 - 24.04.2021 20:15,507,461,
24.04.2021 20:15 - 24.04.2021 20:30,139,128,
24.04.2021 20:30 - 24.04.2021 20:45,13,19,
24.04.2021 20:45 - 24.04.2021 21:00,0,0,
24.04.2021 21:00 - 24.04.2021 21:15,0,0,
24.04.2021 21:15 - 24.04.2021 21:30,0,0,
24.04.2021 21:30 - 24.04.2021 21:45,0,0,
24.04.2021 21:45 - 24.04.2021 22:00,0,0,
24.04.2021 22:00 - 24.04.2021 22:15,0,0,
24.04.2021 22:15 - 24.04.2021 22:30,0,0,
24.04.2021 22:30 - 24.04.2021 22:45,0,0,
24.04.2021 22:45 - 24.04.2021 23:00,0,0,
24.04.2021 23:00 - 24.04.2021 23:15,0,0,
24.04.2021 23:15 - 24.04.2021 23:30,0,0,
24.04.2021 23:30 - 24.04.2021 23:45,0,0,
24.04.2021 23:45 - 25.04.2021 00:00,0,0,
25.04.2021 00:00 - 25.04.2021 00:15,0,0,
25.04.2021 00:15 - 25.04.2021 00:30,0,0,
25.04.2021 00:30 - 25.04.2021 00:45,0,0,
25.04.2021 00:45 - 25.04.2021 01:00,0,0,
25.04.2021 01:00 - 25.04.2021 01:15,0,0,
25.04.2021 01:15 - 25.04.2021 01:30,0,0,
25.04.2021 01:30 - 25.04.2021 01:45,0,0,
25.04.2021 01:45 - 25.04.2021 02:00,0,0,
25.04.2021 02:00 - 25.04.2021 02:15,0,0,
25.04.2021 02:15 - 25.04.2021 02:30,0,0,
25.04.2021 02:30 - 25.04.2021 02:45,0,0,
25.04.2021 02:45 - 25.04.2021 03:00,0,0,
25.04.2021 03:00 - 25.04.2021 03:15,0,0,
25.04.2021 03:15 - 25.04.2021 03:30,0,0,
25.04.2021 03:30 - 25.04.2021 03:45,0,0,
25.04.2021 03:45 - 25.04.2021 04:00,0,0,
25.04.2021 04:00 - 25.04.2021 04:15,0,0,
25.04.2021 04:15 - 25.04.2021 04:30,0,0,
25.04.2021 04:30 - 25.04.2021 04:45,0,0,
25.04.2021 04:45 - 25.04.2021 05:00,0,0,
25.04.2021 05:00 - 25.04.2021 05:15,0,0,
25.04.2021 05:15 - 25.04.2021 05:30,0,0,
25.04.2021 05:30 - 25.04.2021 05:45,0,6,
25.04.2021 05:45 - 25.04.2021 06:00,11,17,
25.04.2021 06:00 - 25.04.2021 06:15,109,108,
25.04.2021 06:15 - 25.04.2021 06:30,458,330,
25.04.2021 06:30 - 25.04.2021 06:45,907,816,
25.04.2021 06:45 - 25.04.2021 07:00,1568,1565,
25.04.2021 07:00 - 25.04.2021 07:15,2551,2519,
25.04.2021 07:15 - 25.04.2021 07:30,3821,3612,
25.04.2021 07:30 - 25.04.2021 07:45,5261,4953,
25.04.2021 07:45 - 25.04.2021 08:00,6858,6466,
25.04.2021 08:00 - 25.04.2021 08:15,8595,8129,
25.04.2021 08:15 - 25.04.2021 08:30,10448,9889,
25.04.2021 08:30 - 25.04.2021 08:45,12375,11758,
25.04.2021 08:45 - 25.04.2021 09:00,14295,13649,
25.04.2021 09:00 - 25.04.2021 09:15,16150,15528,
25.04.2021 09:15 - 25.04.2021 09:30,17935,17425,
25.04.2021 09:30 - 25.04.2021 09:45,19649,19184,
25.04.2021 09:45 - 25.04.2021 10:00,21195,20932,
25.04.2021 10:00 - 25.04.2021 10:15,22615,22646,
25.04.2021 10:15 - 25.04.2021 10:30,23909,24217,
25.04.2021 10:30 - 25.04.2021 10:45,25081,25393,
25.04.2021 10:45 - 25.04.2021 11:00,26132,26441,
25.04.2021 11:00 - 25.04.2021 11:15,27026,27475,
25.04.2021 11:15 - 25.04.2021 11:30,27848,28269,
25.04.2021 11:30 - 25.04.2021 11:45,28591,28617,
25.04.2021 11:45 - 25.04.2021 12:00,29206,29025,
25.04.2021 12:00 - 25.04.2021 12:15,29734,29664,
25.04.2021 12:15 - 25.04.2021 12:30,30122,30011,
25.04.2021 12:30 - 25.04.2021 12:45,30411,30478,
25.04.2021 12:45 - 25.04.2021 13:00,30616,30654,
25.04.2021 13:00 - 25.04.2021 13:15,30740,30937,
25.04.2021 13:15 - 25.04.2021 13:30,30724,31011,
25.04.2021 13:30 - 25.04.2021 13:45,30645,31092,
25.04.2021 13:45 - 25.04.2021 14:00,30486,31091,
25.04.2021 14:00 - 25.04.2021 14:15,30193,30988,
25.04.2021 14:15 - 25.04.2021 14:30,29821,30753,
25.04.2021 14:30 - 25.04.2021 14:45,29287,30178,
25.04.2021 14:45 - 25.04.2021 15:00,28605,29668,
25.04.2021 15:00 - 25.04.2021 15:15,27803,29011,
25.04.2021 15:15 - 25.04.2021 15:30,26876,28023,
25.04.2021 15:30 - 25.04.2021 15:45,25834,27356,
25.04.2021 15:45 - 25.04.2021 16:00,24743,26361,
25.04.2021 16:00 - 25.04.2021 16:15,23545,25199,
25.04.2021 16:15 - 25.04.2021 16:30,22198,23757,
25.04.2021 16:30 - 25.04.2021 16:45,20716,22227,
25.04.2021 16:45 - 25.04.2021 17:00,19124,20768,
25.04.2021 17:00 - 25.04.2021 17:15,17423,18988,
25.04.2021 17:15 - 25.04.2021 17:30,15605,17174,
25.04.2021 17:30 - 25.04.2021 17:45,13714,15122,
25.04.2021 17:45 - 25.04.2021 18:00,11787,13264,
25.04.2021 18:00 - 25.04.2021 18:15,9849,11380,
25.04.2021 18:15 - 25.04.2021 18:30,7984,9372,
25.04.2021 18:30 - 25.04.2021 18:45,6212,7437,
25.04.2021 18:45 - 25.04.2021 19:00,4632,5668,
25.04.2021 19:00 - 25.04.2021 19:15,3288,4156,
25.04.2021 19:15 - 25.04.2021 19:30,2234,2891,
25.04.2021 19:30 - 25.04.2021 19:45,1554,1923,
25.04.2021 19:45 - 25.04.2021 20:00,1036,1124,
25.04.2021 20:00 - 25.04.2021 20:15,594,514,
25.04.2021 20:15 - 25.04.2021 20:30,268,157,
25.04.2021 20:30 - 25.04.2021 20:45,18,24,
25.04.2021 20:45 - 25.04.2021 21:00,0,1,
25.04.2021 21:00 - 25.04.2021 21:15,0,0,
25.04.2021 21:15 - 25.04.2021 21:30,0,0,
25.04.2021 21:30 - 25.04.2021 21:45,0,0,
25.04.2021 21:45 - 25.04.2021 22:00,0,0,
25.04.2021 22:00 - 25.04.2021 22:15,0,0,
25.04.2021 22:15 - 25.04.2021 22:30,0,0,
25.04.2021 22:30 - 25.04.2021 22:45,0,0,
25.04.2021 22:45 - 25.04.2021 23:00,0,0,
25.04.2021 23:00 - 25.04.2021 23:15,0,0,
25.04.2021 23:15 - 25.04.2021 23:30,0,0,
25.04.2021 23:30 - 25.04.2021 23:45,0,0,
25.04.2021 23:45 - 26.04.2021 00:00,0,0,
26.04.2021 00:00 - 26.04.2021 00:15,0,0,
26.04.2021 00:15 - 26.04.2021 00:30,0,0,
26.04.2021 00:30 - 26.04.2021 00:45,0,0,
26.04.2021 00:45 - 26.04.2021 01:00,0,0,
26.04.2021 01:00 - 26.04.2021 01:15,0,0,
26.04.2021 01:15 - 26.04.2021 01:30,0,0,
26.04.2021 01:30 - 26.04.2021 01:45,0,0,
26.04.2021 01:45 - 26.04.2021 02:00,0,0,
26.04.2021 02:00 - 26.04.2021 02:15,0,0,
26.04.2021 02:15 - 26.04.2021 02:30,0,0,
26.04.2021 02:30 - 26.04.2021 02:45,0,0,
26.04.2021 02:45 - 26.04.2021 03:00,0,0,
26.04.2021 03:00 - 26.04.2021 03:15,0,0,
26.04.2021 03:15 - 26.04.2021 03:30,0,0,
26.04.2021 03:30 - 26.04.2021 03:45,0,0,
26.04.2021 03:45 - 26.04.2021 04:00,0,0,
26.04.2021 04:00 - 26.04.2021 04:15,0,0,
26.04.2021 04:15 - 26.04.2021 04:30,0,0,
26.04.2021 04:30 - 26.04.2021 04:45,0,0,
26.04.2021 04:45 - 26.04.2021 05:00,0,0,
26.04.2021 05:00 - 26.04.2021 05:15,0,0,
26.04.2021 05:15 - 26.04.2021 05:30,0,0,
26.04.2021 05:30 - 26.04.2021 05:45,0,9,
26.04.2021 05:45 - 26.04.2021 06:00,19,28,
26.04.2021 06:00 - 26.04.2021 06:15,203,140,
26.04.2021 06:15 - 26.04.2021 06:30,540,406,
26.04.2021 06:30 - 26.04.2021 06:45,1050,988,
26.04.2021 06:45 - 26.04.2021 07:00,1805,1924,
26.04.2021 07:00 - 26.04.2021 07:15,2898,3161,
26.04.2021 07:15 - 26.04.2021 07:30,4294,4633,
26.04.2021 07:30 - 26.04.2021 07:45,5885,6306,
26.04.2021 07:45 - 26.04.2021 08:00,7713,8187,
26.04.2021 08:00 - 26.04.2021 08:15,9748,10263,
26.04.2021 08:15 - 26.04.2021 08:30,11871,12392,
26.04.2021 08:30 - 26.04.2021 08:45,14068,14559,
26.04.2021 08:45 - 26.04.2021 09:00,16233,16821,
26.04.2021 09:00 - 26.04.2021 09:15,18330,19019,
26.04.2021 09:15 - 26.04.2021 09:30,20331,21099,
26.04.2021 09:30 - 26.04.2021 09:45,22194,22990,
26.04.2021 09:45 - 26.04.2021 10:00,23885,24771,
26.04.2021 10:00 - 26.04.2021 10:15,25465,26431,
26.04.2021 10:15 - 26.04.2021 10:30,26878,27782,
26.04.2021 10:30 - 26.04.2021 10:45,28121,28915,
26.04.2021 10:45 - 26.04.2021 11:00,29226,29916,
26.04.2021 11:00 - 26.04.2021 11:15,30254,30714,
26.04.2021 11:15 - 26.04.2021 11:30,31159,31416,
26.04.2021 11:30 - 26.04.2021 11:45,31886,31982,
26.04.2021 11:45 - 26.04.2021 12:00,32499,32445,
26.04.2021 12:00 - 26.04.2021 12:15,33003,32782,
26.04.2021 12:15 - 26.04.2021 12:30,33327,33015,
26.04.2021 12:30 - 26.04.2021 12:45,33519,33140,
26.04.2021 12:45 - 26.04.2021 13:00,33605,33351,
26.04.2021 13:00 - 26.04.2021 13:15,33603,33402,
26.04.2021 13:15 - 26.04.2021 13:30,33475,33387,
26.04.2021 13:30 - 26.04.2021 13:45,33243,33312,
26.04.2021 13:45 - 26.04.2021 14:00,32913,33270,
26.04.2021 14:00 - 26.04.2021 14:15,32488,33072,
26.04.2021 14:15 - 26.04.2021 14:30,31958,32595,
26.04.2021 14:30 - 26.04.2021 14:45,31278,31911,
26.04.2021 14:45 - 26.04.2021 15:00,30474,30979,
26.04.2021 15:00 - 26.04.2021 15:15,29580,30162,
26.04.2021 15:15 - 26.04.2021 15:30,28500,29439,
26.04.2021 15:30 - 26.04.2021 15:45,27340,28541,
26.04.2021 15:45 - 26.04.2021 16:00,26075,27326,
26.04.2021 16:00 - 26.04.2021 16:15,24724,25800,
26.04.2021 16:15 - 26.04.2021 16:30,23239,24321,
26.04.2021 16:30 - 26.04.2021 16:45,21667,22977,
26.04.2021 16:45 - 26.04.2021 17:00,19996,21359,
26.04.2021 17:00 - 26.04.2021 17:15,18243,19466,
26.04.2021 17:15 - 26.04.2021 17:30,16341,17526,
26.04.2021 17:30 - 26.04.2021 17:45,14407,15537,
26.04.2021 17:45 - 26.04.2021 18:00,12441,13516,
26.04.2021 18:00 - 26.04.2021 18:15,10483,11525,
26.04.2021 18:15 - 26.04.2021 18:30,8563,9406,
26.04.2021 18:30 - 26.04.2021 18:45,6739,7445,
26.04.2021 18:45 - 26.04.2021 19:00,5087,5648,
26.04.2021 19:00 - 26.04.2021 19:15,3677,4196,
26.04.2021 19:15 - 26.04.2021 19:30,2547,2922,
26.04.2021 19:30 - 26.04.2021 19:45,1701,1923,
26.04.2021 19:45 - 26.04.2021 20:00,1067,1141,
26.04.2021 20:00 - 26.04.2021 20:15,581,537,
26.04.2021 20:15 - 26.04.2021 20:30,275,156,
26.04.2021 20:30 - 26.04.2021 20:45,27,20,
26.04.2021 20:45 - 26.04.2021 21:00,0,0,
26.04.2021 21:00 - 26.04.2021 21:15,0,0,
26.04.2021 21:15 - 26.04.2021 21:30,0,0,
26.04.2021 21:30 - 26.04.2021 21:45,0,0,
26.04.2021 21:45 - 26.04.2021 22:00,0,0,
26.04.2021 22:00 - 26.04.2021 22:15,0,0,
26.04.2021 22:15 - 26.04.2021 22:30,0,0,
26.04.2021 22:30 - 26.04.2021 22:45,0,0,
26.04.2021 22:45 - 26.04.2021 23:00,0,0,
26.04.2021 23:00 - 26.04.2021 23:15,0,0,
26.04.2021 23:15 - 26.04.2021 23:30,0,0,
26.04.2021 23:30 - 26.04.2021 23:45,0,0,
26.04.2021 23:45 - 27.04.2021 00:00,0,0,
27.04.2021 00:00 - 27.04.2021 00:15,0,0,
27.04.2021 00:15 - 27.04.2021 00:30,0,0,
27.04.2021 00:30 - 27.04.2021 00:45,0,0,
27.04.2021 00:45 - 27.04.2021 01:00,0,0,
27.04.2021 01:00 - 27.04.2021 01:15,0,0,
27.04.2021 01:15 - 27.04.2021 01:30,0,0,
27.04.2021 01:30 - 27.04.2021 01:45,0,0,
27.04.2021 01:45 - 27.04.2021 02:00,0,0,
27.04.2021 02:00 - 27.04.2021 02:15,0,0,
27.04.2021 02:15 - 27.04.2021 02:30,0,0,
27.04.2021 02:30 - 27.04.2021 02:45,0,0,
27.04.2021 02:45 - 27.04.2021 03:00,0,0,
27.04.2021 03:00 - 27.04.2021 03:15,0,0,
27.04.2021 03:15 - 27.04.2021 03:30,0,0,
27.04.2021 03:30 - 27.04.2021 03:45,0,0,
27.04.2021 03:45 - 27.04.2021 04:00,0,0,
27.04.2021 04:00 - 27.04.2021 04:15,0,0,
27.04.2021 04:15 - 27.04.2021 04:30,0,0,
27.04.2021 04:30 - 27.04.2021 04:45,0,0,
27.04.2021 04:45 - 27.04.2021 05:00,0,0,
27.04.2021 05:00 - 27.04.2021 05:15,0,0,
27.04.2021 05:15 - 27.04.2021 05:30,0,0,
27.04.2021 05:30 - 27.04.2021 05:45,0,7,
27.04.2021 05:45 - 27.04.2021 06:00,28,34,
27.04.2021 06:00 - 27.04.2021 06:15,248,147,
27.04.2021 06:15 - 27.04.2021 06:30,602,440,
27.04.2021 06:30 - 27.04.2021 06:45,1067,1012,
27.04.2021 06:45 - 27.04.2021 07:00,1780,1956,
27.04.2021 07:00 - 27.04.2021 07:15,2852,3213,
27.04.2021 07:15 - 27.04.2021 07:30,4232,4751,
27.04.2021 07:30 - 27.04.2021 07:45,5844,6490,
27.04.2021 07:45 - 27.04.2021 08:00,7667,8397,
27.04.2021 08:00 - 27.04.2021 08:15,9640,10360,
27.04.2021 08:15 - 27.04.2021 08:30,11745,12556,
27.04.2021 08:30 - 27.04.2021 08:45,13899,14709,
27.04.2021 08:45 - 27.04.2021 09:00,16038,16922,
27.04.2021 09:00 - 27.04.2021 09:15,18121,19080,
27.04.2021 09:15 - 27.04.2021 09:30,20108,21139,
27.04.2021 09:30 - 27.04.2021 09:45,22015,23078,
27.04.2021 09:45 - 27.04.2021 10:00,23845,25178,
27.04.2021 10:00 - 27.04.2021 10:15,25538,26981,
27.04.2021 10:15 - 27.04.2021 10:30,27070,28603,
27.04.2021 10:30 - 27.04.2021 10:45,28474,30043,
27.04.2021 10:45 - 27.04.2021 11:00,29737,31382,
27.04.2021 11:00 - 27.04.2021 11:15,30893,32442,
27.04.2021 11:15 - 27.04.2021 11:30,31902,33380,
27.04.2021 11:30 - 27.04.2021 11:45,32756,34098,
27.04.2021 11:45 - 27.04.2021 12:00,33464,34743,
27.04.2021 12:00 - 27.04.2021 12:15,34067,35444,
27.04.2021 12:15 - 27.04.2021 12:30,34501,36055,
27.04.2021 12:30 - 27.04.2021 12:45,34798,36280,
27.04.2021 12:45 - 27.04.2021 13:00,34946,36281,
